CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charges Bucket,Total Charges,Churn
7690-KPNCU,male,0,yes,yes,64,49+,yes,no,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),73.05,70,4688.65,no
0536-BGFMZ,female,0,yes,no,28,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.5,20,563.05,no
2293-IJWPS,female,0,yes,no,57,49+,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),100.75,100,5985,no
2845-HSJCY,female,0,yes,yes,14,13-24,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,87.25,80,1258.6,yes
5469-NUJUR,male,0,no,no,19,13-24,yes,no,no,No,No,No,No,No,No,two year,yes,mailed check,19.95,10,373.5,no
1184-PJVDB,male,0,yes,no,10,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,70,857.2,yes
2625-TRCZQ,female,0,yes,no,51,49+,no,No,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,49.65,40,2553.35,no
4102-HLENU,female,0,yes,no,67,49+,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,mailed check,65.65,60,4322.85,no
7266-GSSJX,male,0,yes,yes,11,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,electronic check,20.45,20,250.8,no
7722-VJRQD,male,0,yes,yes,72,49+,no,No,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),60.95,60,4549.05,no
7073-QETQY,male,0,yes,yes,66,49+,yes,no,no,No,No,No,No,No,No,one year,yes,electronic check,20.35,20,1359.5,no
9415-DPEWS,female,0,no,no,18,13-24,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,88.35,80,1639.3,yes
5624-RYAMH,female,0,no,no,9,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,electronic check,19.5,10,178.85,no
0196-JTUQI,female,0,no,no,9,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.2,70,633.85,no
7130-YXBRO,male,0,yes,no,48,25-48,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),111.45,110,5315.1,no
9272-LSVYH,male,0,no,no,10,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.15,70,735.5,no
7943-RQCHR,female,0,no,no,9,0-12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.75,90,889.9,yes
3793-MMFUH,female,1,no,no,13,13-24,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.05,90,1290,yes
3249-ZPQRG,male,0,no,no,4,0-12,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,78.45,70,330.05,yes
2568-BRGYX,male,0,no,no,4,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,70,237.95,yes
3084-DOWLE,female,0,yes,no,72,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),92,90,6474.4,no
1084-MNSMJ,female,0,yes,yes,51,49+,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),85.5,80,4421.95,no
7721-JXEAW,male,0,yes,no,59,49+,no,No,dsl,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),41.05,40,2452.7,yes
7249-WBIYX,male,0,yes,no,10,0-12,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.6,80,813.85,yes
4238-HFHSN,male,1,yes,no,61,49+,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,82.15,80,4904.85,no
6250-CGGUN,male,0,no,no,54,49+,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,no,electronic check,84.4,80,4484.05,no
5478-JJVZK,female,0,no,no,33,25-48,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed check,60.9,60,2033.85,no
7596-IIWYC,female,0,no,no,27,25-48,yes,no,no,No,No,No,No,No,No,two year,yes,bank transfer (automatic),20.25,20,538.2,no
6567-HOOPW,female,1,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.2,70,79.2,yes
9793-WECQC,male,0,no,no,23,13-24,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,mailed check,95.3,90,2192.9,no
4291-HPAXL,male,0,no,yes,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.85,10,19.85,no
8999-YPYBV,male,0,yes,yes,45,25-48,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,84.35,80,3858.05,no
1839-FBNFR,female,0,yes,yes,39,25-48,yes,no,no,No,No,No,No,No,No,two year,yes,bank transfer (automatic),19.85,10,854.8,no
3164-AALRN,male,0,no,no,5,0-12,yes,no,dsl,no,no,yes,no,yes,yes,one year,yes,mailed check,70,70,347.4,yes
3071-MVJCD,male,0,yes,yes,72,49+,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),82.3,80,5815.15,no
1697-BCSHV,female,0,yes,yes,58,49+,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),66.8,60,3970.4,no
0562-KBDVM,female,0,no,no,70,49+,no,No,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),44.6,40,3058.15,no
1131-SUEKT,male,0,yes,yes,61,49+,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),98.45,90,6145.2,no
3717-OEAUQ,male,0,no,no,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.7,70,129.2,no
4538-WNTMJ,female,0,yes,yes,46,25-48,yes,yes,no,No,No,No,No,No,No,one year,no,mailed check,24.95,20,1165.9,no
3334-CTHOL,female,0,no,no,1,0-12,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),49.95,40,49.95,yes
4704-ERYFC,female,0,yes,no,22,13-24,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.25,60,1554,yes
9432-RUVSL,female,0,no,no,48,25-48,yes,no,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),102.5,100,4904.25,no
8060-HIWJJ,male,0,no,no,64,49+,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),86.55,80,5632.55,no
7684-XSZIY,male,0,yes,yes,72,49+,yes,yes,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),24.3,20,1643.25,no
9089-UOWJG,female,0,yes,yes,12,0-12,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),58.35,50,740.55,no
8621-MNIHH,female,1,yes,no,34,25-48,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.25,90,3217.55,yes
8039-ACLPL,female,0,yes,yes,72,49+,yes,no,dsl,yes,yes,yes,no,no,yes,two year,no,credit card (automatic),68.75,60,4888.2,no
9885-AIBVB,male,0,yes,no,29,25-48,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.8,80,2440.25,no
1934-MKPXS,male,0,yes,yes,33,25-48,yes,no,no,No,No,No,No,No,No,one year,no,credit card (automatic),20.1,20,620.55,no
2592-YKDIF,female,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.35,20,20.35,no
2272-JKMSI,female,0,yes,yes,62,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,110.8,110,6840.95,no
0471-LVHGK,male,0,yes,no,41,25-48,yes,yes,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,73,70,3001.2,yes
9518-RWHZL,female,0,no,no,64,49+,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),100.05,100,6254.2,yes
8714-CTZJW,female,0,no,no,4,0-12,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),82.85,80,319.6,no
3569-EDBPQ,female,0,no,no,24,13-24,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,electronic check,84.35,80,1938.05,no
3131-NWVFJ,female,0,yes,yes,14,13-24,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,19.55,10,294.5,no
7521-YXVZY,male,0,no,yes,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.95,10,58.3,no
5419-CONWX,female,1,no,no,4,0-12,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.8,90,442.85,yes
6240-EURKS,female,0,no,yes,18,13-24,no,No,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35,30,553,yes
2373-NTKOD,male,0,no,no,8,0-12,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,66.25,60,546.45,no
1970-KKFWL,female,0,no,no,35,25-48,yes,yes,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),23.3,20,797.1,no
6960-HVYXR,female,0,no,no,1,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,76,70,76,yes
9337-SRRNI,male,0,no,yes,66,49+,yes,yes,no,No,No,No,No,No,No,two year,yes,credit card (automatic),25.3,20,1673.8,no
0895-UADGO,male,0,no,yes,8,0-12,no,No,dsl,yes,no,no,yes,no,yes,two year,yes,mailed check,44.55,40,343.45,no
5678-VFNEQ,female,0,yes,no,71,49+,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),104.1,100,7412.25,no
5977-CKHON,female,0,yes,yes,43,25-48,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),92.55,90,4039,no
7024-OHCCK,female,1,no,no,2,0-12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.85,90,170.85,yes
2692-BUCFV,male,1,no,no,29,25-48,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.45,100,2948.6,no
7861-UVUFT,female,0,yes,no,15,13-24,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,84.3,80,1308.4,yes
1830-GGFNM,male,0,yes,yes,65,49+,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),94.55,90,6078.75,no
5302-BDJNT,male,0,no,no,35,25-48,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,electronic check,95.5,90,3418.2,no
5223-UZAVK,male,0,no,no,64,49+,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),100.3,100,6603.8,no
4859-ZSRDZ,female,0,yes,yes,58,49+,no,No,dsl,no,no,yes,yes,yes,yes,two year,yes,credit card (automatic),55.5,50,3166.9,no
5651-WYIPH,female,1,no,no,18,13-24,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),49.85,40,865.75,no
9350-VLHMB,male,0,yes,yes,67,49+,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),89.55,80,6373.1,no
3498-LZGQZ,male,0,yes,yes,63,49+,yes,no,no,No,No,No,No,No,No,two year,yes,mailed check,19.15,10,1177.05,no
8785-CJSHH,female,0,yes,no,60,49+,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.8,90,5985.75,no
5357-TZHPP,male,1,no,no,9,0-12,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),84.4,80,732.5,yes
3870-SPZSI,female,0,yes,yes,70,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),113.05,110,7869.05,no
0680-DFNNY,male,0,yes,no,15,13-24,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.1,100,1504.05,yes
7560-QRBXH,female,0,no,yes,48,25-48,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,19.95,10,936.7,no
7077-XJMET,male,0,yes,no,12,0-12,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,74.15,70,741.4,no
8752-GHJFU,male,1,yes,no,71,49+,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,electronic check,92,90,6585.2,no
6896-SRVYQ,male,1,no,no,44,25-48,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,73.85,70,3122.4,no
7767-UXAGJ,male,0,no,no,1,0-12,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.45,50,50.45,yes
4652-ODEVH,male,0,yes,yes,45,25-48,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,24.45,20,1088.25,no
6510-UPNKS,female,0,no,no,23,13-24,yes,yes,no,No,No,No,No,No,No,one year,no,credit card (automatic),24.8,20,615.35,no
6718-BDGHG,female,0,yes,no,43,25-48,yes,yes,dsl,no,no,no,yes,yes,no,one year,yes,bank transfer (automatic),64.85,60,2908.2,no
9046-DQMTP,male,0,no,no,35,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,bank transfer (automatic),20.75,20,739.9,no
6439-LAJXL,male,0,yes,no,9,0-12,yes,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,mailed check,68.95,60,593.85,no
1571-SAVHK,male,0,no,no,12,0-12,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,99.95,90,1132.75,yes
9052-VKDUW,female,1,yes,no,65,49+,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),109.4,100,7227.45,no
9546-CQJSU,female,0,no,no,2,0-12,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,91.4,90,193.6,yes
1666-JZPZT,male,0,no,no,27,25-48,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49,40,1291.35,no
5777-KJIRB,female,0,no,no,40,25-48,yes,no,dsl,no,no,yes,no,no,no,one year,yes,mailed check,50.25,50,2023.55,no
0506-LVNGN,female,1,no,no,5,0-12,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),75.55,70,349.65,yes
7677-SJJJK,male,0,yes,yes,8,0-12,yes,no,no,No,No,No,No,No,No,one year,no,credit card (automatic),19.9,10,153.95,no
2480-EJWYP,female,1,yes,no,58,49+,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),97.8,90,5458.8,no
3253-HKOKL,female,0,yes,yes,52,49+,yes,no,fiber optic,yes,no,yes,no,yes,yes,one year,no,electronic check,100.3,100,5244.45,no
7055-HNEOJ,male,0,yes,no,3,0-12,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,55.8,50,154.55,no
5514-YQENT,male,0,no,yes,41,25-48,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,111.15,110,4507.15,no
3211-AAPKX,male,0,no,no,20,13-24,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,98.55,90,2031.95,no
8445-DNBAE,male,0,no,yes,1,0-12,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.05,50,50.05,no
2951-QOQTK,male,0,no,yes,4,0-12,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),80.8,80,332.45,yes
2958-NHPPS,male,0,no,no,23,13-24,yes,no,no,No,No,No,No,No,No,month-to-month,no,electronic check,20.85,20,473.9,no
6806-YDEUL,female,1,no,no,6,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,bank transfer (automatic),19.5,10,106.8,no
1735-XMJVH,male,0,yes,yes,8,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,19.35,10,152.6,no
6890-PFRQX,male,0,no,no,18,13-24,yes,yes,dsl,yes,no,yes,no,yes,no,month-to-month,no,mailed check,69.5,60,1199.4,no
0222-CNVPT,male,1,no,no,52,49+,no,No,dsl,yes,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),48.8,40,2555.05,no
5899-OUVKV,male,0,no,no,31,25-48,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.5,90,2979.2,no
8681-ICONS,male,0,yes,yes,29,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,20.65,20,654.85,no
1621-YNCJH,female,0,yes,no,36,25-48,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),106.05,100,3834.4,no
3473-XIIIT,female,0,yes,no,16,13-24,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100,100,1534.75,yes
6362-QHAFM,male,0,yes,no,42,25-48,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,108.3,100,4586.15,no
7893-IXHRQ,male,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,electronic check,20.55,20,20.55,yes
3070-BDOQC,female,0,no,no,60,49+,yes,no,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic check,99.65,90,5941.05,no
2952-QAYZF,male,0,no,no,5,0-12,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.3,80,424.15,yes
6234-PFPXL,male,0,yes,no,22,13-24,yes,yes,fiber optic,yes,no,no,yes,yes,no,month-to-month,no,credit card (automatic),95.9,90,2234.95,no
9824-QCJPK,male,0,yes,no,36,25-48,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,20,20,666.75,no
4763-PGDPO,female,0,no,no,4,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.4,70,281,yes
4283-IVYCI,male,0,no,no,9,0-12,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,mailed check,64.95,60,547.8,no
1866-OBPNR,male,0,yes,yes,1,0-12,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),74.6,70,74.6,no
8205-MQUGY,male,0,yes,yes,12,0-12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.2,40,571.15,no
8970-ANWXO,female,0,no,no,23,13-24,yes,yes,dsl,no,no,no,yes,yes,yes,one year,yes,mailed check,73.75,70,1756.6,no
9480-BQJEI,male,0,no,no,62,49+,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,bank transfer (automatic),92.3,90,5731.45,no
5394-SVGJV,male,0,no,no,37,25-48,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),98.8,90,3475.55,yes
6979-TNDEU,female,0,no,no,8,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.2,10,156.85,no
9777-WJJPR,male,0,yes,no,31,25-48,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,credit card (automatic),88.65,80,2683.2,no
9283-LZQOH,male,0,yes,yes,13,13-24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.4,70,896.75,yes
7079-QRCBC,female,0,no,no,24,13-24,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.75,90,2407.3,yes
9495-SKLKD,male,0,yes,yes,45,25-48,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),95.95,90,4456.65,no
6048-UWKAL,female,1,yes,no,69,49+,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,no,credit card (automatic),105.4,100,6998.95,no
5067-DGXLL,male,0,no,no,2,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.25,20,36.8,no
5469-CTCWN,male,0,yes,yes,61,49+,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,106,100,6547.7,yes
9851-QXEEQ,male,0,no,no,41,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.7,100,4346.4,yes
6281-FKEWS,female,0,no,no,44,25-48,no,No,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,49.05,40,2265,no
8898-KASCD,male,0,no,no,39,25-48,no,No,dsl,no,no,yes,yes,no,no,one year,no,mailed check,35.55,30,1309.15,no
9242-TKFSV,male,0,yes,yes,72,49+,no,No,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),65.1,60,4754.3,no
9290-SHCMB,female,1,no,no,13,13-24,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,96.85,90,1235.55,no
0743-HNPFG,female,0,yes,yes,51,49+,yes,no,dsl,yes,yes,no,yes,no,yes,one year,yes,credit card (automatic),69.75,60,3562.5,no
2277-BKJKN,female,1,yes,no,71,49+,yes,no,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic check,99.2,90,7213.75,no
9809-IMGCQ,male,1,no,no,22,13-24,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.7,90,2082.95,yes
5208-HFSBT,female,0,no,no,2,0-12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),55.05,50,102.75,yes
5035-PGZXH,female,0,no,no,56,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.8,100,5914.4,no
8695-WDYEA,male,0,no,no,1,0-12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,51.25,50,51.25,no
6543-JXSOO,female,0,yes,yes,23,13-24,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,mailed check,57.75,50,1282.85,no
8016-ZMGMO,female,1,yes,no,66,49+,yes,yes,dsl,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),70.85,70,4738.85,no
8605-ITULD,female,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.55,10,19.55,no
3254-YRILK,male,1,no,no,19,13-24,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,88.2,80,1775.8,yes
6416-YJTTB,male,0,no,no,11,0-12,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),79.5,70,795.65,no
2667-WYLWJ,female,0,yes,yes,8,0-12,yes,no,no,No,No,No,No,No,No,one year,yes,mailed check,19.75,10,145,yes
4472-VESGY,female,0,yes,yes,52,49+,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,no,bank transfer (automatic),98.15,90,4993.4,no
3195-TQDZX,male,0,no,no,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,electronic check,20.25,20,61.45,no
3128-YOVTD,female,0,yes,yes,51,49+,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.15,70,4018.55,no
0529-ONKER,male,1,no,no,15,13-24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.65,70,1146.65,yes
1728-CXQBE,male,1,yes,no,64,49+,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.25,90,6081.4,no
7041-TXQJH,female,0,no,no,37,25-48,no,No,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),40.2,40,1478.85,no
5014-GSOUQ,male,0,no,no,13,13-24,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,19.95,10,243.65,no
5724-BIDBU,male,0,yes,no,49,49+,yes,yes,dsl,yes,no,no,no,no,no,one year,yes,electronic check,55.35,50,2633.95,no
0481-SUMCB,female,1,no,no,45,25-48,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),102.15,100,4735.35,no
1769-GRUIK,female,0,no,no,18,13-24,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.1,70,1247.75,no
5240-IJOQT,male,1,no,no,1,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.7,70,74.7,yes
8819-WFGGJ,male,0,yes,no,68,49+,no,No,dsl,yes,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),54.1,50,3794.5,no
7427-AUFPY,male,0,no,no,54,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.65,10,1008.7,no
2811-POVEX,female,1,yes,yes,23,13-24,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),88.45,80,2130.55,no
1092-GANHU,male,0,no,no,17,13-24,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,76.65,70,1313.55,yes
7898-PDWQE,male,0,yes,no,71,49+,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),80.4,80,5727.15,no
9972-EWRJS,female,0,yes,yes,67,49+,yes,no,no,No,No,No,No,No,No,two year,yes,bank transfer (automatic),19.25,10,1372.9,no
9314-IJWSQ,female,0,yes,yes,14,13-24,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.8,80,1203.9,no
0661-XEYAN,female,1,no,no,1,0-12,no,No,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.8,20,25.8,yes
5799-JRCZO,female,0,no,yes,63,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.5,10,1215.1,no
1921-KYSAY,female,0,no,no,41,25-48,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,electronic check,68.6,60,2877.05,no
6198-RTPMF,female,0,yes,no,17,13-24,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,92.6,90,1579.7,no
2924-KHUVI,male,0,yes,no,56,49+,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,100.55,100,5514.95,no
1925-GMVBW,female,0,no,no,5,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,credit card (automatic),20.55,20,96.1,no
7881-EVUAD,female,0,no,no,2,0-12,no,No,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,42.6,40,72.4,yes
6184-DYUOB,female,0,yes,no,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,19.6,10,55.25,no
9207-ZPANB,male,0,no,no,37,25-48,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,no,electronic check,67.45,60,2443.3,no
5766-XQXMQ,female,0,no,no,29,25-48,yes,no,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),68.85,60,1970.5,yes
9327-QSDED,male,0,no,no,8,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,43.55,40,335.4,no
1656-DRSMG,female,0,no,no,63,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),109.85,100,7002.95,no
3012-VFFMN,female,0,yes,yes,7,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.65,20,158.95,no
2984-AFWNC,female,0,no,no,3,0-12,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,95.4,90,293.15,no
0640-YJTPY,male,0,yes,yes,72,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),21,20,1493.75,no
8096-LOIST,female,0,no,no,19,13-24,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,56.2,50,1093.4,no
